id,date,price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sqft_lot,sqft_above,sqft_basement
1516000055,20141210T000000,650000,3,2.25,2150,1,0,3,4,8,1959,0,98166,47.4336,-122.339,2570,18900,21235,1590,560
9558200045,20140828T000000,289000,3,1.75,1260,1,0,0,3,7,1954,0,98148,47.4366,-122.335,1290,8750,8400,1260,0
5072410070,20141021T000000,505000,3,1.75,2519,2,0,0,5,8,1973,0,98166,47.4428,-122.344,2500,9500,8690,2519,0
9528102996,20141207T000000,549000,3,1.75,1540,3,0,0,3,8,2014,0,98115,47.6765,-122.32,1580,3090,1044,1540,0
1189001180,20140603T000000,425000,3,2.25,1660,1,0,0,3,7,1979,0,98122,47.6113,-122.297,1440,4080,6000,1110,550
3253500160,20141120T000000,317625,3,2.75,2770,1.5,0,0,5,7,1925,0,98144,47.5747,-122.304,1440,4000,3809,1770,1000
3394100030,20140909T000000,975000,4,2.5,2720,2,0,0,3,10,1989,0,98004,47.5815,-122.192,2750,11049,11049,2720,0
3717000160,20141009T000000,287000,4,2.5,2240,2,0,0,3,7,2005,0,98001,47.3378,-122.257,2221,4557,4648,2240,0
1274500060,20140825T000000,204000,3,1,1000,1,0,0,4,7,1968,0,98042,47.3621,-122.11,1010,12635,12070,1000,0
1802000060,20140612T000000,1.33E+06,5,2.25,3200,1,0,0,3,8,1965,0,98004,47.6303,-122.215,3390,20158,20158,1600,1600
1525059190,20140912T000000,1.04E+06,5,3.25,4770,1,0,0,4,11,1973,0,98005,47.6525,-122.16,3530,38917,50094,3070,1700
1049000060,20150105T000000,325000,3,2,1260,1,0,0,4,7,1972,0,98034,47.7362,-122.179,1640,4745,5612,1260,0
8820901275,20140610T000000,571000,4,2,2750,1.5,0,0,5,7,1916,0,98125,47.7168,-122.287,1510,7807,7807,2250,500
5416510140,20140710T000000,360000,4,2.5,2380,2,0,0,3,8,2005,0,98038,47.3608,-122.036,2420,5000,5000,2380,0
3444100400,20150316T000000,349000,3,1.75,1790,1,0,0,5,7,1965,0,98042,47.3511,-122.073,1940,50529,50529,1090,700
3276920270,20141105T000000,832500,4,4,3430,2,0,0,4,10,1986,0,98075,47.5822,-121.987,3240,35020,35102,2390,1040
4036801170,20141013T000000,380000,4,1.75,1760,1,0,0,3,7,1956,0,98008,47.6034,-122.125,1680,7500,7300,880,880
2391600320,20150420T000000,480000,3,1,1040,1,0,0,3,7,1941,0,98116,47.5636,-122.394,890,5060,5060,1040,0
6300000287,20140609T000000,410000,3,1,1410,1,0,0,4,7,1956,0,98133,47.7073,-122.34,1130,5693,5060,910,500
1531000030,20150323T000000,720000,4,2.5,3450,2,0,0,3,10,2002,0,98010,47.342,-122.025,3350,39750,39683,3450,0
5104520400,20141202T000000,390000,3,2.5,2350,2,0,0,3,8,2003,0,98038,47.3512,-122.008,2350,5363,5100,2350,0
7437100340,20141222T000000,360000,4,2.5,1900,2,0,0,3,7,1992,0,98038,47.349,-122.031,1870,6405,5889,1900,0
9418400240,20141028T000000,355000,2,1,2020,1,0,0,3,7,1948,0,98118,47.5474,-122.291,1720,6720,6720,1010,1010
1523059105,20150128T000000,356000,3,1.5,1680,1,0,0,3,8,1964,0,98059,47.4811,-122.149,1850,8797,8712,1680,0
1133000671,20140602T000000,315000,3,1,960,1,0,0,3,6,1952,0,98125,47.7264,-122.31,1570,7203,6634,960,0
4232902595,20141114T000000,940000,3,1.5,2140,2,0,0,3,9,1925,0,98119,47.6337,-122.365,2020,4800,3600,1900,240
2599001200,20141103T000000,305000,5,2.25,2660,1.5,0,0,5,7,1961,0,98092,47.2909,-122.189,1590,8165,8400,2660,0
3342103156,20140618T000000,461000,3,3.25,2770,2,0,0,3,9,2006,0,98056,47.5228,-122.199,1900,7349,6278,1980,790
1332700270,20140519T000000,215000,2,2.25,1610,2,0,0,4,7,1979,0,98056,47.518,-122.194,1950,2025,2040,1610,0
3869900162,20140904T000000,335000,2,1.75,1030,2,0,0,3,7,2006,0,98136,47.5394,-122.387,1030,1106,1066,765,265
2791500270,20140522T000000,243500,4,2.5,1980,2,0,0,3,7,1988,0,98023,47.2897,-122.372,1980,7510,7403,1980,0
5036300431,20150311T000000,1.10E+06,5,2.75,3520,2,0,0,4,10,2001,0,98199,47.6506,-122.391,2520,6250,6353,3520,0
4168000060,20150226T000000,153000,3,1,1200,1,0,0,3,7,1962,0,98023,47.322,-122.351,1350,10500,10500,1200,0
6021501535,20140725T000000,430000,3,1.5,1580,1,0,0,3,8,1939,0,98117,47.687,-122.386,1570,4500,5000,1290,290
6021501535,20141223T000000,700000,3,1.5,1580,1,0,0,3,8,1939,0,98117,47.687,-122.386,1570,4500,5000,1290,290
1483300570,20140908T000000,905000,4,2.5,3300,1,0,0,3,7,1946,1991,98040,47.5873,-122.249,1950,6045,10250,2390,910
3422049190,20150330T000000,247500,3,1.75,1960,1,0,0,3,7,1967,0,98032,47.3576,-122.277,1750,15616,15681,1960,0
1099611230,20140912T000000,199000,4,1.5,1160,1,0,0,4,7,1975,0,98023,47.3036,-122.378,1160,6400,6400,1160,0
722079104,20140711T000000,314000,3,1.75,1810,1,0,0,5,7,1980,0,98038,47.4109,-121.958,1650,135036,41800,1210,600
7338200240,20140516T000000,437500,3,2.5,2320,2,0,2,3,9,1992,0,98045,47.4838,-121.714,2550,35065,36847,2320,0
1952200240,20140611T000000,850830,3,2.5,2070,1.5,0,0,5,9,1910,0,98102,47.6415,-122.315,2200,4500,13241,1270,800
5200100125,20141027T000000,555000,3,2,1980,1.5,0,0,4,7,1929,0,98117,47.6775,-122.372,1610,3478,3478,1440,540
7214720075,20141212T000000,699950,3,2.25,2190,2,0,0,4,8,1983,0,98077,47.7731,-122.08,2570,47777,107593,2190,0
2450000295,20141007T000000,1.09E+06,3,2.5,2920,2,0,0,3,8,1950,2010,98004,47.5814,-122.196,2370,8113,8113,2920,0
6197800045,20140924T000000,290000,3,1,1210,1,0,0,3,7,1954,0,98058,47.4375,-122.184,1640,14910,33919,1210,0
1328310370,20150402T000000,375000,3,2.5,2340,1,0,0,4,8,1978,0,98058,47.4431,-122.133,2250,8162,10005,1460,880
546000875,20140523T000000,460000,3,1,1670,1.5,0,0,4,7,1939,0,98117,47.6878,-122.38,1240,4005,4005,1170,500
3530510041,20140723T000000,188500,2,1.75,1240,1,0,0,4,8,1985,0,98198,47.3813,-122.322,1270,4966,2493,1240,0
1853000400,20150305T000000,680000,4,2.5,3140,2,0,0,4,10,1991,0,98077,47.7304,-122.082,2990,35001,28037,3140,0
3134100116,20140827T000000,470000,5,1.75,2030,2,0,0,4,7,1942,0,98052,47.6417,-122.109,2500,9433,12342,2030,0
9545230140,20140725T000000,597750,4,2.5,2310,2,0,0,3,8,1984,0,98027,47.5386,-122.053,1940,9636,9624,2310,0
3362400511,20150304T000000,570000,3,1.75,1260,1,0,0,5,6,1905,0,98103,47.6823,-122.349,1380,3536,3328,700,560
2525310310,20140916T000000,272500,3,1.75,1540,1,0,0,4,7,1980,0,98038,47.3624,-122.031,1540,11656,12600,1160,380
6126500060,20141124T000000,329950,3,1.75,2080,1,0,2,3,7,1971,0,98108,47.5474,-122.295,2090,5500,5969,1080,1000
8961960160,20141028T000000,480000,4,2.5,3230,2,0,3,3,9,2001,0,98001,47.3183,-122.253,2640,8517,16171,2520,710
3626039325,20141121T000000,740500,3,3.5,4380,2,0,0,3,8,1900,1999,98117,47.6981,-122.368,1830,6350,6350,2780,1600
3362400431,20140626T000000,518500,3,3.5,1590,3,0,0,3,8,2010,0,98103,47.6824,-122.347,1620,3166,1102,1590,0
4060000240,20140623T000000,205425,2,1,880,1,0,0,4,6,1945,0,98178,47.5009,-122.248,1190,6780,6780,880,0
3454800060,20150108T000000,171800,4,2,1570,1,0,0,3,6,1950,0,98168,47.4965,-122.303,1880,9000,9600,1570,0
1695900060,20150511T000000,535000,4,1,1610,1.5,0,0,4,7,1925,0,98144,47.587,-122.294,1610,4040,2982,1610,0
7278700070,20150102T000000,660000,3,2.5,2400,1,0,2,3,8,1964,0,98177,47.7728,-122.386,2340,10856,6474,1560,840
6675500070,20141119T000000,391500,3,2,1450,1,0,0,3,7,1987,0,98034,47.7288,-122.226,1580,9104,9132,1450,0
3626039187,20150406T000000,395000,2,1,770,1,0,0,3,6,1953,0,98117,47.6999,-122.364,1710,6000,6000,770,0
3524049083,20141104T000000,445000,4,1.75,2100,1.5,0,0,5,7,1924,0,98118,47.5299,-122.266,1850,4400,4400,1720,380
3275860240,20140618T000000,770000,3,2.25,2910,2,0,0,3,9,1990,0,98052,47.6897,-122.098,2700,13992,10204,2910,0
4389200955,20150302T000000,1.45E+06,4,2.75,2750,1.5,0,0,3,8,1914,1992,98004,47.6141,-122.212,3060,11275,17789,1980,770
4058801670,20140717T000000,445000,3,2.25,2100,1,0,2,3,8,1967,0,98178,47.5091,-122.244,2660,8712,8201,1620,480
8732020310,20140717T000000,260000,4,2.25,2160,1,0,0,3,8,1978,0,98023,47.3129,-122.39,2090,8400,8811,1360,800
2331300505,20140613T000000,822500,5,3.5,2320,2,0,0,5,7,1926,0,98103,47.6763,-122.352,1700,4960,4960,1720,600
7853210060,20150406T000000,430000,4,2.5,2070,2,0,0,3,7,2004,0,98065,47.5319,-121.85,1970,3748,4310,2070,0
3668000070,20150105T000000,212000,3,1.75,1060,1,0,0,4,7,1986,0,98092,47.2761,-122.152,1420,7680,7875,1060,0
9545240070,20150428T000000,660500,4,2.25,2010,1,0,0,3,8,1986,0,98027,47.5343,-122.054,2060,9793,9603,1440,570
1243100136,20140612T000000,784000,3,3.5,3950,1.5,0,0,3,9,1989,0,98052,47.697,-122.072,2480,88500,111078,2460,1490
8929000270,20140512T000000,453246,3,2.5,2010,2,0,0,3,8,2014,0,98029,47.5517,-121.998,1690,1662,2287,1390,620
2767602356,20150126T000000,675000,4,3.5,2140,3,0,0,3,9,2005,0,98107,47.6734,-122.38,1540,2285,2278,2140,0
921049315,20140813T000000,199000,3,1.75,1320,1,0,0,4,7,1956,0,98003,47.3257,-122.296,1550,19265,17390,1320,0
3655000070,20140805T000000,220000,4,1.75,2020,1,0,0,3,7,1968,0,98003,47.3309,-122.299,1750,8140,7840,1010,1010
4027700812,20140529T000000,452000,4,2.25,2590,1,0,0,4,8,1968,0,98028,47.7689,-122.266,1550,10436,10002,1340,1250
3992700335,20140707T000000,382500,2,1,1190,1,0,0,3,6,1981,0,98125,47.7135,-122.287,1060,5715,4440,1190,0
2767603505,20140507T000000,519950,3,2.25,1170,3,0,0,3,8,2014,0,98107,47.6722,-122.381,1350,1310,1249,1170,0
4232901525,20140627T000000,665000,2,1,1110,1,0,0,3,7,1925,0,98119,47.6338,-122.358,1170,3600,3200,1110,0
1777500060,20140708T000000,527700,5,2.5,2820,1,0,0,4,8,1968,0,98006,47.5707,-122.128,2820,9375,9375,1550,1270
1432900240,20150508T000000,205000,3,1,1610,1,0,0,4,7,1962,0,98058,47.4563,-122.171,1610,8579,8579,1010,600
6140100875,20150415T000000,420000,3,1,1060,1,0,0,4,7,1923,0,98133,47.7144,-122.351,1560,7940,8097,940,120
6071600370,20150227T000000,500000,4,2.25,2030,1,0,0,4,8,1961,0,98006,47.5495,-122.174,2230,8824,8517,1380,650
1526069017,20141203T000000,921500,4,2.5,3670,2,0,0,4,9,1994,0,98077,47.7421,-122.026,2840,87991,315374,3670,0
809001525,20140625T000000,890000,4,1,2550,2,0,0,3,8,1905,0,98109,47.6354,-122.353,2200,4000,4000,2370,180
3224079105,20140806T000000,430000,2,2.5,2420,2,0,0,3,7,2007,0,98027,47.5262,-121.943,1940,193842,60984,2420,0
8075400570,20141030T000000,258000,5,2,2260,1,0,0,4,8,1960,0,98032,47.3887,-122.286,1360,18000,12500,1130,1130
1994200024,20141104T000000,511000,3,1,1430,1,0,0,3,7,1947,0,98103,47.6873,-122.336,1450,4599,3455,980,450
3362900810,20140820T000000,532170,3,2,1360,2,0,0,3,8,1990,0,98103,47.6838,-122.353,1500,3090,3090,1360,0
1324300398,20150409T000000,560000,3,1,1110,1.5,0,0,3,7,1947,0,98107,47.655,-122.359,1420,5000,5000,1110,0
537000445,20150331T000000,282950,3,1,1250,1,0,0,4,7,1954,0,98003,47.3255,-122.304,1680,8633,8200,1250,0
7855801670,20150401T000000,2.25E+06,4,3.25,5180,2,0,3,3,12,2006,0,98006,47.562,-122.162,3160,9750,19850,3540,1640
7920100045,20140516T000000,350000,1,1,700,1,0,0,3,7,1942,0,98115,47.679,-122.3,1010,5100,5100,700,0
8960000030,20140728T000000,215000,3,1,1180,1,0,0,4,7,1967,0,98058,47.4479,-122.176,1190,7669,7669,1180,0
6388930390,20141120T000000,650000,5,3.5,3960,2,0,0,3,9,1996,0,98056,47.525,-122.172,2640,13675,25245,2500,1460
8731900200,20140807T000000,320000,4,2.75,2640,1,0,0,3,8,1967,0,98023,47.3135,-122.369,1980,7875,7500,1620,1020
8029200135,20141113T000000,247000,3,2,1270,1.5,0,0,3,7,1916,2013,98022,47.2086,-121.996,1160,7198,7198,1270,0
1081200350,20141003T000000,320000,4,1.75,1760,1,0,0,4,8,1968,0,98059,47.4715,-122.118,1730,11180,11180,1760,0
84000105,20140507T000000,255000,5,2.25,2060,1,0,0,3,7,1962,0,98146,47.4877,-122.335,1010,11680,8632,1030,1030
3756500060,20150309T000000,438000,3,1.75,1780,1,0,0,3,7,1962,0,98034,47.7171,-122.193,1200,9660,9660,1780,0
7215720160,20150304T000000,900000,3,2.5,3400,2,0,0,3,10,2000,0,98075,47.6012,-122.023,3400,12601,16603,3400,0
3574800520,20140620T000000,441000,3,2.75,1910,1,0,0,3,7,1979,0,98034,47.7319,-122.224,1710,8152,7280,1160,750
2617300160,20140812T000000,420000,3,2,2020,1,0,0,4,7,1975,0,98027,47.4582,-122.023,2110,36590,38332,1010,1010
2558660270,20141208T000000,370000,3,1.75,1580,1,0,0,3,7,1976,0,98034,47.7209,-122.168,1640,7500,7000,1180,400
2009000370,20150219T000000,269950,2,1.75,1340,1,0,0,5,5,1949,0,98198,47.408,-122.327,1830,9750,7250,700,640
1836980160,20150324T000000,807100,4,2.5,2680,2,0,0,3,9,1999,0,98006,47.565,-122.125,2920,4500,4499,2680,0
3261020370,20140605T000000,653000,3,2.5,2680,1,0,0,4,8,1979,0,98034,47.7028,-122.231,2480,8750,9750,1610,1070
1755700060,20140611T000000,371500,3,2,1370,1,0,0,5,7,1964,0,98133,47.7458,-122.331,1770,7288,8336,1370,0
4330600435,20150316T000000,284000,3,1.75,1560,1,0,0,3,7,1954,0,98166,47.4776,-122.337,1070,7920,21000,1560,0
9542800700,20150102T000000,272000,3,1.75,2160,1,0,0,4,7,1978,0,98023,47.3026,-122.374,1930,7350,7140,1670,490
1999700045,20140502T000000,313000,3,1.5,1340,1.5,0,0,3,7,1955,0,98133,47.7658,-122.339,1480,7940,7912,1340,0
1762600070,20150116T000000,917500,4,2.5,3880,2,0,0,3,10,1984,0,98033,47.6477,-122.182,3740,35230,35003,2570,1310
1687900520,20140929T000000,673000,4,2.25,2590,2,0,0,4,8,1980,0,98006,47.5619,-122.125,2260,8335,8190,2590,0
7234600798,20150210T000000,425000,3,2.5,1120,2,0,0,3,8,2008,0,98122,47.6106,-122.31,1590,1795,1100,820,300
3881900445,20140709T000000,399950,5,2.75,1970,1,0,0,3,7,1986,0,98144,47.5868,-122.308,1280,2150,5400,1320,650
2254502445,20140530T000000,385000,3,1,1220,1,0,0,3,6,1901,0,98122,47.6101,-122.307,1200,4800,4800,1220,0
5437810320,20141117T000000,269950,3,1.5,1950,1,0,2,4,7,1975,0,98022,47.1976,-121.999,1950,8941,7560,1320,630
9158100075,20150107T000000,330000,2,1,1350,1,0,0,3,7,1949,0,98177,47.7224,-122.358,1540,8280,8220,1060,290
3830630310,20140725T000000,260000,3,2.5,1670,2,0,0,3,7,1988,0,98030,47.3505,-122.179,1670,6183,5797,1670,0
8123100045,20150414T000000,470000,4,3,2380,1.5,0,0,4,7,1925,0,98126,47.5384,-122.376,1410,5375,5125,1680,700
3127200041,20140613T000000,589000,4,3,2440,2,0,0,5,7,1961,0,98034,47.7044,-122.2,2290,9600,9600,2440,0
6661200320,20140723T000000,163500,2,1.5,1050,2,0,0,3,7,1996,0,98038,47.3848,-122.039,1050,3417,3419,1050,0
11510310,20140905T000000,835000,4,2.75,3130,2,0,0,3,9,1993,0,98052,47.6993,-122.102,2260,9984,13412,2140,990
825059270,20141121T000000,1.10E+06,5,3,4090,1,0,2,4,10,1986,0,98033,47.6627,-122.188,2540,10270,12850,2090,2000
8731951370,20150415T000000,269000,4,1.75,1490,1,0,0,4,8,1969,0,98023,47.3099,-122.379,2190,8910,10000,1100,390
1954440060,20140505T000000,560000,3,2.5,1900,2,0,0,3,8,1987,0,98074,47.62,-122.043,2030,8744,8744,1900,0
2264500350,20150418T000000,615000,4,1,1330,1.5,0,0,4,6,1901,0,98103,47.65,-122.34,1330,4400,2400,1330,0
1115810060,20141205T000000,585188,3,2.25,2230,1,0,0,3,8,1975,0,98052,47.6647,-122.153,2230,9340,10026,1430,800
9477200200,20140818T000000,305000,3,1.75,1650,1,0,0,3,7,1977,0,98034,47.726,-122.191,1540,8400,9480,1220,430
1432600560,20141105T000000,166950,3,1,1190,1,0,0,3,6,1959,0,98058,47.4616,-122.184,1230,7980,8820,1190,0
2287000060,20140912T000000,799000,3,2.5,2140,1,0,0,4,8,1959,0,98040,47.5505,-122.219,2680,10083,9897,2140,0
3663500060,20140625T000000,400000,3,2.5,2180,1,0,0,4,7,1962,0,98133,47.7606,-122.336,1900,7818,7508,1420,760
3996900125,20141201T000000,230000,3,1,1060,1,0,0,3,7,1948,0,98155,47.7481,-122.3,1570,10228,10228,1060,0
7796450200,20140515T000000,256883,3,2.5,1690,2,0,0,3,8,2003,0,98023,47.2779,-122.347,2550,5001,5025,1690,0
7549802535,20141111T000000,423000,4,2,1970,1.5,0,0,5,7,1920,0,98108,47.5511,-122.312,1500,6480,6480,1130,840
3278600320,20140723T000000,465000,3,2.5,2150,2,0,0,3,8,2007,0,98126,47.5488,-122.372,1750,2385,4084,2150,0
2824079053,20150113T000000,440000,3,2.5,1910,2,0,0,3,7,1997,0,98024,47.5385,-121.911,2330,67268,66211,1910,0
1222069094,20141014T000000,385000,3,1.75,1350,1,0,0,4,7,1969,0,98038,47.4058,-121.994,1560,50965,155073,1350,0
3542300060,20150311T000000,210000,3,1,860,1,0,0,4,6,1943,0,98056,47.5093,-122.184,1300,9514,11725,860,0
2222059065,20141112T000000,297000,3,2.5,1940,2,0,0,3,8,1994,0,98042,47.3777,-122.165,2030,10450,14952,1940,0
7551300060,20140716T000000,470000,3,1,1010,1,0,0,3,7,1952,0,98107,47.675,-122.394,1680,5000,5000,1010,0
100600550,20140804T000000,226500,3,1.5,1300,1,0,0,4,7,1976,0,98023,47.3025,-122.37,1430,7500,7370,900,400
3211100860,20150303T000000,274250,3,1,910,1,0,0,4,6,1962,0,98059,47.4787,-122.158,1400,8040,8450,910,0
3456000310,20140804T000000,840000,4,1.75,2480,1,0,0,4,9,1966,0,98040,47.5378,-122.219,2770,10744,11010,1630,850
9526600140,20140919T000000,677900,3,2.5,2440,2,0,0,3,8,2010,0,98052,47.7073,-122.114,2750,4587,4587,2440,0
7465900060,20150205T000000,425000,3,1,1010,1,0,0,3,7,1915,0,98116,47.5733,-122.381,1290,5000,5864,1010,0
1222000055,20141123T000000,180250,2,0.75,900,1,0,0,3,6,1941,0,98166,47.4604,-122.339,1250,14280,9600,900,0
6300000550,20140717T000000,464000,6,3,2300,2,0,0,3,7,1920,1994,98133,47.7067,-122.343,1560,1312,3404,1600,700
